Timestamp,From Bank,Account,To Bank,Account_4,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
9/1/2022 20:16:00,1,80011AA30,1,8001BA930,5484.03,US Dollar,5484.03,US Dollar,Cheque,0
9/7/2022 11:11:00,1,80018BA80,1,80058FDB0,3536.38,US Dollar,3536.38,US Dollar,ACH,0
9/9/2022 5:54:00,1,8001A4C70,1,8003080E0,4896.27,US Dollar,4896.27,US Dollar,Cheque,0
9/1/2022 0:09:00,1,8010AA4F0,1,8010AA4F0,213.61,US Dollar,213.61,US Dollar,Reinvestment,0
9/1/2022 0:25:00,1,801B5CC40,1,801B5CC40,11.73,US Dollar,11.73,US Dollar,Reinvestment,0
9/1/2022 0:19:00,1,80C272FB0,1,80C272FB0,1990.62,US Dollar,1990.62,US Dollar,Reinvestment,0
9/1/2022 4:04:00,1,80016F320,1,80016F320,295923.45,US Dollar,295923.45,US Dollar,Reinvestment,0
9/1/2022 18:59:00,1,80EEB19C0,1,80EEB19C0,803546.08,US Dollar,803546.08,US Dollar,Reinvestment,0
9/5/2022 6:34:00,1,800C1CAB0,1,800D0FD30,236.33,US Dollar,236.33,US Dollar,Cheque,0
9/6/2022 15:55:00,1,80005C0A0,1,80005C0A0,67690.45,US Dollar,67690.45,US Dollar,Cheque,0
9/7/2022 2:32:00,1,80005C790,1,80005C790,30.42,US Dollar,30.42,US Dollar,Cheque,0
9/8/2022 14:15:00,1,800057A10,1,800057A10,14843.31,US Dollar,14843.31,US Dollar,Credit Card,0
9/1/2022 0:05:00,1,8003A50D0,1,8003A50D0,662.77,US Dollar,662.77,US Dollar,Reinvestment,0
9/1/2022 0:08:00,1,800E62F70,1,800E62F70,17.05,US Dollar,17.05,US Dollar,Reinvestment,0
9/1/2022 8:03:00,1,8027D3A50,1,8027D3A50,4896.4,US Dollar,4896.4,US Dollar,Reinvestment,0
9/1/2022 15:11:00,1,8008C8810,1,80283DFF0,826.99,US Dollar,826.99,US Dollar,Credit Card,0
9/1/2022 20:39:00,1,801AD8570,1,801AD8570,507070.04,US Dollar,507070.04,US Dollar,Reinvestment,0
9/2/2022 1:22:00,1,8058BA820,1,8058BA820,681.51,Euro,798.59,US Dollar,ACH,0
9/2/2022 11:44:00,1,8000EE0F0,1,80025A9E0,230143.67,US Dollar,230143.67,US Dollar,ACH,0
9/3/2022 13:39:00,1,80011E2A0,1,8021D9B20,87.78,US Dollar,87.78,US Dollar,Wire,0
9/5/2022 0:51:00,1,800058B80,1,800058B80,798544.74,US Dollar,798544.74,US Dollar,Cheque,0
9/1/2022 0:22:00,1,80A022760,1,80A022760,412648.82,US Dollar,412648.82,US Dollar,Reinvestment,0
9/5/2022 10:58:00,1,800059C00,1,800059C00,1350.89,US Dollar,1350.89,US Dollar,Cheque,0
9/7/2022 6:32:00,1,800058B80,1,8019D82F0,2579383.24,US Dollar,2579383.24,US Dollar,Cheque,0
9/10/2022 7:06:00,1,8001111F0,1,8001111F0,417.42,Euro,489.13,US Dollar,ACH,0
9/1/2022 0:21:00,1,80084E710,1,80084E710,10.02,US Dollar,10.02,US Dollar,Reinvestment,0
9/1/2022 2:46:00,1,80A754210,1,80A754210,924.04,US Dollar,924.04,US Dollar,Reinvestment,0
9/1/2022 6:22:00,1,803EA6C30,1,803EA6C30,9.1,US Dollar,9.1,US Dollar,Reinvestment,0
9/1/2022 15:21:00,1,8011A6E80,1,8011A6E80,14.78,US Dollar,14.78,US Dollar,Reinvestment,0
9/1/2022 20:48:00,1,800213070,1,800213070,12761.83,US Dollar,12761.83,US Dollar,Reinvestment,0
9/1/2022 21:16:00,1,8002C1D80,1,8002C1D80,28158.74,US Dollar,28158.74,US Dollar,Reinvestment,0
9/1/2022 23:46:00,1,8051CA0E0,1,8051CA0E0,157921.07,US Dollar,157921.07,US Dollar,Reinvestment,0
9/5/2022 13:34:00,1,8000EEE80,1,8000EEE80,16403.17,Euro,19220.96,US Dollar,ACH,0
9/7/2022 4:09:00,1,8024DC4A0,1,8024DC4A0,458.65,Euro,537.44,US Dollar,ACH,0
9/9/2022 16:35:00,1,80005C3D0,1,80005C050,703758.64,US Dollar,703758.64,US Dollar,Cheque,0
9/1/2022 0:22:00,1,8001093C0,1,8001093C0,29557.26,US Dollar,29557.26,US Dollar,Reinvestment,0
9/1/2022 0:26:00,1,807EC5C30,1,807EC5C30,50342.76,US Dollar,50342.76,US Dollar,Reinvestment,0
9/1/2022 8:01:00,1,8001409E0,1,8001D49A0,21655.62,US Dollar,21655.62,US Dollar,Credit Card,0
9/2/2022 5:21:00,1,80005C790,1,80005C790,218.69,US Dollar,218.69,US Dollar,Cheque,0
9/3/2022 16:34:00,1,80066ADC0,1,80066ADC0,86001.26,Brazil Real,15230.9,US Dollar,ACH,0
9/4/2022 21:50:00,1,801754760,1,801754760,297392721.7,Ruble,3822332.03,US Dollar,ACH,0
9/4/2022 22:48:00,1,80170E290,1,80170E290,3150.9,Euro,3692.17,US Dollar,ACH,0
9/5/2022 19:15:00,1,800649FF0,1,802475EF0,809.19,US Dollar,809.19,US Dollar,Cheque,0
9/8/2022 4:21:00,1,800128AC0,1,8001E2110,190.19,US Dollar,190.19,US Dollar,Credit Card,0
9/1/2022 0:02:00,1,800252D10,1,800345910,5016.26,US Dollar,5016.26,US Dollar,ACH,0
9/1/2022 18:29:00,1,800058B80,1,800058B80,51.24,Euro,60.04,US Dollar,ACH,0
9/2/2022 7:41:00,1,800057D40,1,800057D40,1204.17,US Dollar,1204.17,US Dollar,Cheque,0
9/2/2022 11:51:00,1,8000EE0F0,1,80025A9E0,17987.9,US Dollar,17987.9,US Dollar,Credit Card,0
9/5/2022 14:57:00,1,800057020,1,800057020,6.23,Euro,7.3,US Dollar,ACH,0
9/8/2022 15:26:00,1,80005C3D0,1,8004FD2A0,124.23,US Dollar,124.23,US Dollar,Cash,0
9/9/2022 3:41:00,1,80005C3D0,1,8004FD2A0,45.62,US Dollar,45.62,US Dollar,ACH,0
9/1/2022 0:19:00,1,807025BA0,1,807025BA0,13.49,US Dollar,13.49,US Dollar,Reinvestment,0
9/2/2022 5:23:00,1,800056160,1,8011B12F0,1512.62,US Dollar,1512.62,US Dollar,Cash,0
9/2/2022 5:27:00,1,800056160,1,8011B12F0,2171.12,US Dollar,2171.12,US Dollar,ACH,0
9/2/2022 13:54:00,1,800C1CAB0,1,800D0FD30,27.05,US Dollar,27.05,US Dollar,ACH,0
9/5/2022 8:22:00,1,80005AB30,1,80026CDF0,227.5,US Dollar,227.5,US Dollar,Cheque,0
9/7/2022 16:31:00,1,800059440,1,800379860,156.25,US Dollar,156.25,US Dollar,ACH,0
9/1/2022 0:03:00,1,8000F7850,1,8000F7850,8.55,US Dollar,8.55,US Dollar,Reinvestment,0
9/1/2022 0:27:00,1,8003BC2C0,1,8003BC2C0,17.44,US Dollar,17.44,US Dollar,Reinvestment,0
9/1/2022 0:08:00,1,8057E3B70,1,8057E3B70,85.04,US Dollar,85.04,US Dollar,Reinvestment,0
9/1/2022 20:29:00,1,807FBEE40,1,807FBEE40,14.47,US Dollar,14.47,US Dollar,Reinvestment,0
9/3/2022 3:52:00,1,800054E60,1,800054E60,427.06,US Dollar,427.06,US Dollar,ACH,0
9/3/2022 4:21:00,1,8008C8810,1,80283DFF0,826.99,US Dollar,826.99,US Dollar,Credit Card,0
9/6/2022 2:20:00,1,8003114D0,1,800776160,176.49,US Dollar,176.49,US Dollar,Cheque,0
9/6/2022 19:12:00,1,8001E5B00,1,800262700,2721.3,US Dollar,2721.3,US Dollar,Cash,0
9/8/2022 1:17:00,1,8001C5D70,1,8001D1F20,200.23,US Dollar,200.23,US Dollar,Credit Card,0
9/9/2022 0:19:00,1,80015D7D0,1,8126EF0B0,33.9,US Dollar,33.9,US Dollar,Credit Card,0
9/1/2022 0:17:00,1,80419D520,1,80419D520,14.53,US Dollar,14.53,US Dollar,Reinvestment,0
9/1/2022 7:53:00,1,80033E1F0,1,803E49B70,1175.42,US Dollar,1175.42,US Dollar,Credit Card,0
9/1/2022 17:47:00,1,80021E560,1,80021E560,19372.31,US Dollar,19372.31,US Dollar,Reinvestment,0
9/1/2022 19:35:00,1,80BFBB6B0,1,80BFBB6B0,19.93,US Dollar,19.93,US Dollar,Reinvestment,0
9/1/2022 22:28:00,1,80D8ADB90,1,80D8ADB90,676.98,US Dollar,676.98,US Dollar,Reinvestment,0
9/2/2022 11:23:00,1,8004279F0,1,8012D4CB0,453.1,US Dollar,453.1,US Dollar,Cheque,0
9/2/2022 13:21:00,1,80369FEB0,1,80369FEB0,21872.58,Euro,25629.93,US Dollar,ACH,0
9/5/2022 14:01:00,1,8000F7850,1,80010F690,8138.79,US Dollar,8138.79,US Dollar,Credit Card,0
9/9/2022 21:53:00,1,80005AB30,1,80026CDF0,1218.03,US Dollar,1218.03,US Dollar,Credit Card,0
9/1/2022 8:17:00,1,805421990,1,805421990,81004.43,US Dollar,81004.43,US Dollar,Reinvestment,0
9/1/2022 8:47:00,1,807FBEE40,1,80ACBD300,54.64,US Dollar,54.64,US Dollar,Credit Card,0
9/5/2022 14:07:00,1,8000F7850,1,80010F690,26768.26,US Dollar,26768.26,US Dollar,Wire,0
9/6/2022 7:10:00,1,8003D23C0,1,800779280,121.98,US Dollar,121.98,US Dollar,Credit Card,0
9/1/2022 0:29:00,1,8000EEF40,1,8000EEF40,9.09,US Dollar,9.09,US Dollar,Reinvestment,0
9/1/2022 7:44:00,1,802E3CCF0,1,802E3CCF0,236.75,US Dollar,236.75,US Dollar,Reinvestment,0
9/1/2022 22:15:00,1,801227860,1,801227860,2981124303,Ruble,38315823.13,US Dollar,ACH,0
9/3/2022 9:52:00,1,800128AC0,1,8001E2110,190.19,US Dollar,190.19,US Dollar,Credit Card,0
9/5/2022 13:41:00,1,8006BB300,1,800723180,856.16,US Dollar,856.16,US Dollar,Cheque,0
9/5/2022 19:01:00,1,8000F1870,1,80016F320,4728579.86,US Dollar,4728579.86,US Dollar,Wire,0
9/10/2022 0:19:00,1,803326CB0,1,803326CB0,3508736.65,Rupee,47774.31,US Dollar,ACH,0
9/1/2022 0:24:00,1,8011B0440,1,8011B0440,8.65,US Dollar,8.65,US Dollar,Reinvestment,0
9/1/2022 0:11:00,1,8037C0330,1,8037C0330,21.33,US Dollar,21.33,US Dollar,Reinvestment,0
9/1/2022 7:09:00,1,8000F49E0,1,8001093C0,1828.92,US Dollar,1828.92,US Dollar,Credit Card,0
9/1/2022 9:38:00,1,80010DEA0,1,8003A50D0,138.03,US Dollar,138.03,US Dollar,Wire,0
9/1/2022 13:34:00,1,800691090,1,800691090,5.96,US Dollar,5.96,US Dollar,Reinvestment,0
9/1/2022 14:45:00,1,80025A9E0,1,80025A9E0,925.87,US Dollar,925.87,US Dollar,Reinvestment,0
9/1/2022 17:03:00,1,8004A34E0,1,8004A34E0,22.88,US Dollar,22.88,US Dollar,Reinvestment,0
9/2/2022 19:30:00,1,800143BF0,1,801A2F890,65.86,US Dollar,65.86,US Dollar,Credit Card,0
9/4/2022 5:42:00,1,800155BB0,1,800217140,1172.54,US Dollar,1172.54,US Dollar,Credit Card,0
9/6/2022 12:08:00,1,8006AF880,1,8006AF880,2146543.72,Ruble,27589.12,US Dollar,ACH,0
9/9/2022 1:25:00,1,800F443A0,1,800F443A0,1123.44,Euro,1316.43,US Dollar,ACH,0
9/9/2022 21:00:00,1,8000F7850,1,80010F690,512256.69,US Dollar,512256.69,US Dollar,Cheque,0
9/1/2022 0:26:00,1,800BAB8C0,1,800BAB8C0,1476694.72,US Dollar,1476694.72,US Dollar,Reinvestment,0
9/1/2022 0:15:00,1,800FCC3B0,1,800FCC3B0,35985.91,US Dollar,35985.91,US Dollar,Reinvestment,0
9/1/2022 0:19:00,1,803322A30,1,803322A30,311084.84,US Dollar,311084.84,US Dollar,Reinvestment,0
9/1/2022 10:31:00,1,800A514F0,1,800A514F0,41470.75,Euro,48594.74,US Dollar,ACH,0
9/1/2022 19:50:00,1,800C28C00,1,800C28C00,7763.52,US Dollar,7763.52,US Dollar,Reinvestment,0
9/4/2022 13:27:00,1,8023438C0,1,8023438C0,1673041.14,Ruble,21503.28,US Dollar,ACH,0
9/5/2022 19:42:00,1,800058B80,1,8019D82F0,27186.66,US Dollar,27186.66,US Dollar,Credit Card,0
9/1/2022 0:13:00,1,8006C7290,1,8006C7290,8943.98,US Dollar,8943.98,US Dollar,Reinvestment,0
9/1/2022 0:26:00,1,80115B400,1,80115B400,105392.84,US Dollar,105392.84,US Dollar,Reinvestment,0
9/1/2022 0:29:00,1,80229EE00,1,80229EE00,969246,US Dollar,969246,US Dollar,Reinvestment,0
9/1/2022 4:48:00,1,800805FD0,1,800805FD0,20.14,US Dollar,20.14,US Dollar,Reinvestment,0
9/1/2022 6:25:00,1,800F66770,1,800F66770,11.76,US Dollar,11.76,US Dollar,Reinvestment,0
9/5/2022 13:26:00,1,8001409E0,1,8001D49A0,21655.62,US Dollar,21655.62,US Dollar,Credit Card,0
9/9/2022 1:04:00,1,800627370,1,800723180,13.07,US Dollar,13.07,US Dollar,Wire,0
9/9/2022 8:47:00,1,8001A2CD0,1,8005D3090,1.14,US Dollar,1.14,US Dollar,Cash,0
9/9/2022 21:27:00,1,80005B9B0,1,80005B9B0,16.85,Euro,19.75,US Dollar,ACH,0
9/1/2022 0:06:00,1,800DD4430,1,800DD4430,22.09,US Dollar,22.09,US Dollar,Reinvestment,0
9/1/2022 0:09:00,1,8015D1610,1,8015D1610,2335.29,US Dollar,2335.29,US Dollar,Reinvestment,0
9/1/2022 23:29:00,1,8001E5B00,1,8001E5B00,379696.56,US Dollar,379696.56,US Dollar,Reinvestment,0
9/2/2022 8:01:00,1,800058B80,1,800058B80,72911.9,US Dollar,72911.9,US Dollar,Cheque,0
9/3/2022 7:05:00,1,8000F7850,1,80047EED0,571.68,US Dollar,571.68,US Dollar,Cheque,0
9/3/2022 23:06:00,1,800B0E670,1,800B0E670,1833519158,Yen,17395817.44,US Dollar,ACH,0
9/4/2022 22:05:00,1,800109820,1,8001E6840,87.16,US Dollar,87.16,US Dollar,Credit Card,0
9/5/2022 3:50:00,1,8000ECD60,1,8000ECD10,4933.09,US Dollar,4933.09,US Dollar,ACH,0
9/7/2022 19:11:00,1,80068A850,1,80068A850,409.75,Euro,480.14,US Dollar,ACH,0
9/8/2022 0:55:00,1,8001F1730,1,80022F0A0,1171.02,US Dollar,1171.02,US Dollar,Cheque,0
9/8/2022 11:37:00,1,8001A4C70,1,8003080E0,8315.64,US Dollar,8315.64,US Dollar,ACH,0
9/9/2022 0:10:00,1,8004E9930,1,8004E9930,164.97,Brazil Real,29.22,US Dollar,ACH,0
9/9/2022 4:43:00,1,8002C3B00,1,8006BB300,206.5,US Dollar,206.5,US Dollar,Cheque,0
9/1/2022 0:29:00,1,8043C5C00,1,8043C5C00,12.8,US Dollar,12.8,US Dollar,Reinvestment,0
9/1/2022 0:14:00,1,80E1F02C0,1,80E1F02C0,5561.65,US Dollar,5561.65,US Dollar,Reinvestment,0
9/1/2022 8:00:00,1,80049CEA0,1,80049CEA0,23.76,US Dollar,23.76,US Dollar,Reinvestment,0
9/1/2022 19:40:00,1,8000EEE80,1,8000EEE80,141250.92,UK Pound,182447.59,US Dollar,ACH,0
9/6/2022 6:26:00,1,8005D92A0,1,8005D92A0,1268.8,Euro,1486.76,US Dollar,ACH,0
9/7/2022 23:51:00,1,800193DF0,1,800193DF0,113967,Euro,133544.65,US Dollar,ACH,0
9/10/2022 17:08:00,1,8001495E0,1,8001495E0,289,Euro,338.65,US Dollar,ACH,0
9/1/2022 0:29:00,1,800107BD0,1,8001488C0,449.68,US Dollar,449.68,US Dollar,ACH,0
9/1/2022 0:25:00,1,801199180,1,801199180,697233.32,US Dollar,697233.32,US Dollar,Reinvestment,0
9/1/2022 19:06:00,1,800776160,1,801BD4230,16157.37,US Dollar,16157.37,US Dollar,Credit Card,0
9/1/2022 21:21:00,1,800C16B80,1,800C16B80,9.24,US Dollar,9.24,US Dollar,Reinvestment,0
9/2/2022 21:53:00,1,8003F6920,1,8003F6920,31364460.27,Euro,36752355.6,US Dollar,ACH,0
9/6/2022 19:53:00,1,80011C0A0,1,800162F90,17846.87,US Dollar,17846.87,US Dollar,Cheque,0
9/7/2022 12:34:00,1,8000F49E0,1,804237A50,3410.89,US Dollar,3410.89,US Dollar,Cheque,0
9/9/2022 19:39:00,1,8001BDFF0,1,800E2B950,248.64,US Dollar,248.64,US Dollar,ACH,0
9/9/2022 22:08:00,1,8001D1F20,1,8001D1F20,299.7,Euro,351.19,US Dollar,ACH,0
9/1/2022 0:16:00,1,8000F7850,1,8001003A0,1544.01,US Dollar,1544.01,US Dollar,Cheque,0
9/1/2022 10:17:00,1,8003080E0,1,800580F30,14.83,US Dollar,14.83,US Dollar,Wire,0
9/1/2022 16:50:00,1,805E515E0,1,805E515E0,9.91,US Dollar,9.91,US Dollar,Reinvestment,0
9/1/2022 19:59:00,1,8003E2FB0,1,8003E2FB0,8483.57,US Dollar,8483.57,US Dollar,Reinvestment,0
9/1/2022 21:48:00,1,8016BCC20,1,8016BCC20,17.84,US Dollar,17.84,US Dollar,Reinvestment,0
9/5/2022 16:12:00,1,80066ADC0,1,80066ADC0,86001.26,Brazil Real,15230.9,US Dollar,ACH,0
9/7/2022 9:59:00,1,8002183B0,1,8002B62D0,358.14,US Dollar,358.14,US Dollar,Cheque,0
9/8/2022 0:05:00,1,800058B80,1,8019D82F0,132355.38,US Dollar,132355.38,US Dollar,ACH,0
9/9/2022 22:00:00,1,800057620,1,800057620,858.28,US Dollar,858.28,US Dollar,Cheque,0
9/1/2022 0:02:00,1,8034B0530,1,8034B0530,47.78,US Dollar,47.78,US Dollar,Reinvestment,0
9/1/2022 0:05:00,1,810E3E0E0,1,810E3E0E0,66116.16,US Dollar,66116.16,US Dollar,Reinvestment,0
9/1/2022 5:18:00,1,8019C1330,1,8081EC7D0,17524357.31,US Dollar,17524357.31,US Dollar,ACH,0
9/1/2022 15:32:00,1,8066C4730,1,8066C4730,110.81,Euro,129.84,US Dollar,ACH,0
9/3/2022 10:25:00,1,80010DEA0,1,8003A50D0,128.91,US Dollar,128.91,US Dollar,Credit Card,0
9/5/2022 0:41:00,1,8003A4750,1,80D04B860,8136.8,US Dollar,8136.8,US Dollar,Cash,0
9/5/2022 10:27:00,1,80018BA80,1,80058FDB0,3730.82,US Dollar,3730.82,US Dollar,Cheque,0
9/7/2022 16:49:00,1,8006BB300,1,800723180,856.16,US Dollar,856.16,US Dollar,Cheque,0
9/9/2022 10:38:00,1,800419710,1,800C4C080,2468.6,US Dollar,2468.6,US Dollar,Cheque,0
9/1/2022 0:02:00,1,80038AE40,1,80038AE40,18.93,US Dollar,18.93,US Dollar,Reinvestment,0
9/1/2022 0:28:00,1,800581730,1,800581730,3.25,US Dollar,3.25,US Dollar,Reinvestment,0
9/1/2022 0:15:00,1,800583590,1,800583590,32578.63,US Dollar,32578.63,US Dollar,Reinvestment,0
9/1/2022 0:02:00,1,80293CEE0,1,80293CEE0,23.44,US Dollar,23.44,US Dollar,Reinvestment,0
9/1/2022 11:55:00,1,800116420,1,80011AA30,295.27,US Dollar,295.27,US Dollar,Credit Card,0
9/1/2022 19:26:00,1,800466E10,1,800466E10,18653.42,US Dollar,18653.42,US Dollar,Reinvestment,0
9/2/2022 15:48:00,1,8008E55A0,1,8008E55A0,9581.11,UK Pound,12375.49,US Dollar,ACH,0
9/5/2022 14:55:00,1,800057020,1,800057020,36.55,Euro,42.83,US Dollar,ACH,0
9/8/2022 19:28:00,1,8003D23C0,1,800779280,110.46,US Dollar,110.46,US Dollar,Cheque,0
9/10/2022 19:48:00,1,80005B9B0,1,80005B9B0,16.85,Euro,19.75,US Dollar,ACH,0
9/1/2022 0:00:00,1,80C366180,1,80C366180,9080.07,US Dollar,9080.07,US Dollar,Reinvestment,0
9/1/2022 3:45:00,1,812932A50,1,812932A50,393862.65,US Dollar,393862.65,US Dollar,Reinvestment,0
9/2/2022 3:32:00,1,8000F7850,1,80010F690,194381.33,US Dollar,194381.33,US Dollar,ACH,0
9/3/2022 7:58:00,1,800147880,1,8001C8340,590.31,US Dollar,590.31,US Dollar,Cheque,0
9/4/2022 10:29:00,1,800058B80,1,80024FF00,18.47,US Dollar,18.47,US Dollar,Wire,0
9/7/2022 6:18:00,1,80387F580,1,80387F580,59.93,Euro,70.23,US Dollar,ACH,0
9/8/2022 18:17:00,1,8001F0820,1,8001F0820,173.89,Euro,203.76,US Dollar,ACH,0
9/5/2022 14:08:00,1,801227860,4,806ABFC50,4016070742,Ruble,4016070742,Ruble,Cheque,0
9/3/2022 0:12:00,1,801227860,4,806ABFC50,2981124303,Ruble,2981124303,Ruble,ACH,0
9/3/2022 0:04:00,1,801227860,4,806ABFC50,4016070742,Ruble,4016070742,Ruble,Cheque,0
9/6/2022 12:19:00,1,8006AF880,4,806294390,651575.57,Ruble,651575.57,Ruble,Cheque,0
9/2/2022 18:23:00,1,8006AF880,4,806294390,2146543.72,Ruble,2146543.72,Ruble,Cash,0
9/6/2022 12:08:00,1,8006AF880,4,806294390,2146543.72,Ruble,2146543.72,Ruble,Cash,0
9/6/2022 7:13:00,1,801227860,4,806ABFC50,92760199.31,Ruble,92760199.31,Ruble,Credit Card,0
9/1/2022 23:24:00,1,802921AF0,8,809F44000,29.6,Canadian Dollar,29.6,Canadian Dollar,ACH,0
9/6/2022 21:12:00,1,802921AF0,8,809F44000,29.6,Canadian Dollar,29.6,Canadian Dollar,ACH,0
9/10/2022 9:36:00,1,8023438C0,9,8060B3330,741230.51,Ruble,741230.51,Ruble,Cheque,0
9/4/2022 13:02:00,1,8023438C0,9,8060B3330,741230.51,Ruble,741230.51,Ruble,Cheque,0
9/3/2022 8:00:00,1,8023438C0,9,8060B3330,741230.51,Ruble,741230.51,Ruble,Cheque,0
9/9/2022 1:41:00,1,8023438C0,9,8060B3330,1673041.14,Ruble,1673041.14,Ruble,Credit Card,0
9/2/2022 5:01:00,1,800C4C080,10,800CF7D40,1227478.1,US Dollar,1227478.1,US Dollar,Cheque,0
9/7/2022 7:05:00,1,800256410,10,8004AAC30,68.45,US Dollar,68.45,US Dollar,Credit Card,0
9/8/2022 0:29:00,1,8001547E0,10,8001742E0,40,US Dollar,40,US Dollar,ACH,0
9/8/2022 6:02:00,1,8001A6A40,10,8005B6BD0,237.24,US Dollar,237.24,US Dollar,Credit Card,0
9/6/2022 20:12:00,1,800157300,10,800156DC0,3715.32,US Dollar,3715.32,US Dollar,ACH,0
9/1/2022 1:56:00,1,800107BD0,10,8001AA320,31657.77,US Dollar,31657.77,US Dollar,Cheque,0
9/2/2022 0:43:00,1,8002FDA90,10,800D264D0,1732891,US Dollar,1732891,US Dollar,Cheque,0
9/4/2022 4:37:00,1,800139D10,10,8010E7A90,472.88,US Dollar,472.88,US Dollar,Cheque,0
9/6/2022 1:15:00,1,800143BF0,10,8004A2F30,773.77,US Dollar,773.77,US Dollar,Cheque,0
9/8/2022 19:02:00,1,8001D49A0,10,802509730,3573.25,US Dollar,3573.25,US Dollar,Cheque,0
9/9/2022 17:40:00,1,8001C8340,10,8017F9850,1497.14,US Dollar,1497.14,US Dollar,Credit Card,0
9/10/2022 18:15:00,1,800FAF190,10,800CC5860,3016.19,US Dollar,3016.19,US Dollar,Credit Card,0
9/5/2022 16:32:00,1,8012B8620,10,803CED190,218907.4,US Dollar,218907.4,US Dollar,ACH,0
9/6/2022 15:36:00,1,8001580D0,10,80033F270,3.02,US Dollar,3.02,US Dollar,ACH,0
9/7/2022 20:41:00,1,8001547E0,10,8001742E0,22.03,US Dollar,22.03,US Dollar,Cash,0
9/5/2022 17:04:00,1,80013C630,10,8002FF540,4298.84,US Dollar,4298.84,US Dollar,Cheque,0
9/7/2022 5:13:00,1,800218810,10,800424AB0,108.14,US Dollar,108.14,US Dollar,ACH,0
9/9/2022 10:04:00,1,800139D10,10,8010E7A90,472.88,US Dollar,472.88,US Dollar,Cheque,0
9/2/2022 5:02:00,1,800C4C080,10,800CF7D40,29142.39,US Dollar,29142.39,US Dollar,Credit Card,0
9/2/2022 12:10:00,1,800791830,10,800D65CA0,4095167.39,US Dollar,4095167.39,US Dollar,ACH,0
9/2/2022 20:02:00,1,800139D10,10,8010E7A90,472.88,US Dollar,472.88,US Dollar,Cheque,0
9/2/2022 13:39:00,1,80040EED0,10,80163EBC0,60762.91,US Dollar,60762.91,US Dollar,Cheque,0
9/6/2022 13:05:00,1,8000F6B10,10,8002179C0,4.74,US Dollar,4.74,US Dollar,Wire,0
9/7/2022 4:31:00,1,800128AC0,10,8002179C0,47307.18,US Dollar,47307.18,US Dollar,ACH,0
9/1/2022 4:48:00,1,800059C00,10,80018E990,1518.21,US Dollar,1518.21,US Dollar,Cheque,0
9/1/2022 19:08:00,1,8016BCC20,10,8030E5890,50.83,US Dollar,50.83,US Dollar,Cheque,0
9/8/2022 14:13:00,1,800699BC0,10,800E2BAF0,7162.78,US Dollar,7162.78,US Dollar,Cheque,0
9/8/2022 19:44:00,1,800107BD0,10,8001AA320,19126.46,US Dollar,19126.46,US Dollar,Credit Card,0
9/9/2022 7:15:00,1,8005D58E0,10,800E2B170,55.92,US Dollar,55.92,US Dollar,ACH,0
9/1/2022 16:04:00,1,8001F6960,10,8003BBB30,3673.02,US Dollar,3673.02,US Dollar,Credit Card,0
9/5/2022 7:48:00,1,801A55F20,10,805B65680,97.55,US Dollar,97.55,US Dollar,Credit Card,0
9/7/2022 12:21:00,1,800336620,10,8023DB500,8452.01,US Dollar,8452.01,US Dollar,Cheque,0
9/9/2022 20:07:00,1,80011B810,10,8003B9A50,5002.42,US Dollar,5002.42,US Dollar,Wire,0
9/1/2022 8:20:00,1,8004375A0,10,80123F370,608.85,US Dollar,608.85,US Dollar,Cheque,0
9/8/2022 1:03:00,1,80196A3A0,10,8022047F0,10442.1,US Dollar,10442.1,US Dollar,Cash,0
9/8/2022 16:03:00,1,8004375A0,10,80123F370,608.85,US Dollar,608.85,US Dollar,Cheque,0
9/5/2022 7:18:00,1,80005AB30,10,800155D50,25.19,US Dollar,25.19,US Dollar,Cash,0
9/9/2022 22:13:00,1,8002183B0,10,80026D340,154.63,US Dollar,154.63,US Dollar,Cheque,0
9/4/2022 11:40:00,1,800058B80,10,80024D950,846.98,US Dollar,846.98,US Dollar,Credit Card,0
9/5/2022 15:43:00,1,8006A9500,10,8006B2620,3664.62,US Dollar,3664.62,US Dollar,Cheque,0
9/3/2022 15:46:00,1,8001BA930,10,800AD0B30,1088.71,US Dollar,1088.71,US Dollar,Cheque,0
9/8/2022 20:53:00,1,80019F690,10,800263CC0,1129.65,US Dollar,1129.65,US Dollar,ACH,0
9/6/2022 16:44:00,1,8001E6840,10,8002C4BC0,649.57,US Dollar,649.57,US Dollar,Cheque,0
9/8/2022 9:46:00,1,8001C5D70,10,800C3A0D0,1128.16,US Dollar,1128.16,US Dollar,Credit Card,0
9/9/2022 22:37:00,1,8001BA930,10,800AD0B30,262.96,US Dollar,262.96,US Dollar,ACH,0
9/2/2022 15:00:00,1,80014F510,10,80018DF90,62.11,US Dollar,62.11,US Dollar,Credit Card,0
9/4/2022 1:23:00,1,800253C40,10,800268440,132.65,US Dollar,132.65,US Dollar,Cheque,0
9/9/2022 5:53:00,1,8000F7660,10,80005CF10,32913.05,US Dollar,32913.05,US Dollar,Cheque,0
9/9/2022 18:53:00,1,810C480A0,10,813A33880,49.63,US Dollar,49.63,US Dollar,Cheque,0
9/5/2022 17:18:00,1,800711AE0,10,8012C73B0,275.64,US Dollar,275.64,US Dollar,Credit Card,0
9/5/2022 16:28:00,1,800115CA0,10,8008494E0,397.02,US Dollar,397.02,US Dollar,Cheque,0
