Timestamp,From Bank,Account,To Bank,Account_4,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,Amount Difference,Absolute Difference,Hour,Day,Day of Week,Cross-bank,Currency Mismatch,Anomaly Score,Anomaly Rank,Risk Tier
2022-09-01 01:47:00,1,8001D1F20,1,8001D1F20,2367.37,Euro,2774.05,US Dollar,ACH,0,-406.6800000000003,406.6800000000003,1,Thursday,3,0,1,0.4479174762249483,166,Low
2022-09-01 03:56:00,1,8001DD990,1,8001DD990,3.66,US Dollar,3.66,US Dollar,Reinvestment,0,0.0,0.0,3,Thursday,3,0,0,0.40967711657280154,249,Low
2022-09-01 06:20:00,1,800115570,1,800115570,138.35,Euro,162.12,US Dollar,ACH,0,-23.77000000000001,23.77000000000001,6,Thursday,3,0,1,0.4426480279889931,178,Low
2022-09-01 10:05:00,1,8005D92A0,1,800791830,59.42,US Dollar,59.42,US Dollar,Cheque,0,0.0,0.0,10,Thursday,3,0,0,0.40002003905635414,303,Low
2022-09-01 12:02:00,1,8009BDAE0,1,8009BDAE0,1611497.78,Rupee,21941.86,US Dollar,ACH,0,1589555.92,1589555.92,12,Thursday,3,0,1,0.5203263386916048,40,Medium
2022-09-01 13:33:00,1,803A69470,1,803A69470,10286.85,US Dollar,10286.85,US Dollar,Reinvestment,0,0.0,0.0,13,Thursday,3,0,0,0.3802415760117103,437,Low
2022-09-01 22:49:00,1,80018A0B0,1,80018A0B0,26462.88,US Dollar,26462.88,US Dollar,Reinvestment,0,0.0,0.0,22,Thursday,3,0,0,0.3993643757426761,308,Low
2022-09-09 08:16:00,1,800221980,1,800221980,5097.04,Euro,5972.62,US Dollar,ACH,0,-875.5799999999999,875.5799999999999,8,Friday,4,0,1,0.44099814897266576,180,Low
2022-09-01 00:13:00,1,8003FBD00,1,8003FBD00,4698449.23,US Dollar,4698449.23,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.4252130942312099,207,Low
2022-09-01 10:23:00,1,8003080E0,1,800580F30,5.13,US Dollar,5.13,US Dollar,Cash,0,0.0,0.0,10,Thursday,3,0,0,0.4528741425076164,153,Low
2022-09-02 15:37:00,1,800B42090,1,800B42090,49.3,Swiss Franc,53.88,US Dollar,ACH,0,-4.580000000000005,4.580000000000005,15,Friday,4,0,1,0.5160495673167421,46,Medium
2022-09-05 04:07:00,1,800B0E670,1,800B0E670,1833519158.0,Yen,17395817.44,US Dollar,ACH,0,1816123340.56,1816123340.56,4,Monday,0,0,1,0.5852600841460338,14,High
2022-09-09 17:16:00,1,8005D92A0,1,80060EE60,130.31,US Dollar,130.31,US Dollar,Credit Card,0,0.0,0.0,17,Friday,4,0,0,0.3969484337072277,324,Low
2022-09-01 00:05:00,1,800697D50,1,800697D50,3.38,US Dollar,3.38,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.4142537636373706,228,Low
2022-09-01 00:28:00,1,800CEAC00,1,800CEAC00,12.08,US Dollar,12.08,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3799253326866037,440,Low
2022-09-01 01:14:00,1,80C33ACD0,1,80C33ACD0,702272.87,US Dollar,702272.87,US Dollar,Reinvestment,0,0.0,0.0,1,Thursday,3,0,0,0.40056077918564986,301,Low
2022-09-01 11:41:00,1,800057020,1,800057020,11.59,US Dollar,11.59,US Dollar,Reinvestment,0,0.0,0.0,11,Thursday,3,0,0,0.3853120626281693,402,Low
2022-09-02 15:32:00,1,800B42090,1,800B42090,154.95,Swiss Franc,169.34,US Dollar,ACH,0,-14.390000000000015,14.390000000000015,15,Friday,4,0,1,0.5091962605499029,53,Low
2022-09-07 05:23:00,1,80671B700,1,80A8CF3F0,1152.26,US Dollar,1152.26,US Dollar,Credit Card,0,0.0,0.0,5,Wednesday,2,0,0,0.39314643552891765,349,Low
2022-09-10 08:43:00,1,80010DEA0,1,8003A50D0,128.91,US Dollar,128.91,US Dollar,Credit Card,0,0.0,0.0,8,Saturday,5,0,0,0.4030009866943904,282,Low
2022-09-10 22:54:00,1,8010B63F0,1,801F328B0,534.36,US Dollar,534.36,US Dollar,Cheque,0,0.0,0.0,22,Saturday,5,0,0,0.4129771087274482,234,Low
2022-09-01 01:00:00,1,806C2D330,1,806C2D330,9128017.04,US Dollar,9128017.04,US Dollar,Reinvestment,0,0.0,0.0,1,Thursday,3,0,0,0.43688524754372504,192,Low
2022-09-01 11:42:00,1,813A43F00,1,813A43F00,27301.83,US Dollar,27301.83,US Dollar,Reinvestment,0,0.0,0.0,11,Thursday,3,0,0,0.38053582089987226,434,Low
2022-09-04 19:27:00,1,80011C0A0,1,800162F90,17846.87,US Dollar,17846.87,US Dollar,Cheque,0,0.0,0.0,19,Sunday,6,0,0,0.43254820743257094,198,Low
2022-09-04 23:44:00,1,80005B9B0,1,80005B9B0,62.26,Euro,72.96,US Dollar,ACH,0,-10.699999999999996,10.699999999999996,23,Sunday,6,0,1,0.48736285881622476,85,Low
2022-09-10 09:04:00,1,800115CA0,1,800116420,4979.0,US Dollar,4979.0,US Dollar,ACH,1,0.0,0.0,9,Saturday,5,0,0,0.3995058994575443,305,Low
2022-09-01 00:27:00,1,8032CDC60,1,8032CDC60,22.79,US Dollar,22.79,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.37805022961921403,455,Low
2022-09-01 05:46:00,1,8006BB300,1,8006BB300,3562.31,US Dollar,3562.31,US Dollar,Reinvestment,0,0.0,0.0,5,Thursday,3,0,0,0.37837250537219064,451,Low
2022-09-01 13:35:00,1,8001CA330,1,8001CA330,872802.87,US Dollar,872802.87,US Dollar,Reinvestment,0,0.0,0.0,13,Thursday,3,0,0,0.40812103243482345,258,Low
2022-09-01 19:39:00,1,800191A90,1,800191A90,8385.12,US Dollar,8385.12,US Dollar,Reinvestment,0,0.0,0.0,19,Thursday,3,0,0,0.38558829816276646,397,Low
2022-09-02 03:39:00,1,8000F7850,1,80010F690,212839.53,US Dollar,212839.53,US Dollar,Cash,0,0.0,0.0,3,Friday,4,0,0,0.4553419565843858,144,Low
2022-09-05 01:30:00,1,8000555D0,1,8001060F0,306.35,US Dollar,306.35,US Dollar,Cheque,0,0.0,0.0,1,Monday,0,0,0,0.41922692662993,216,Low
2022-09-05 14:31:00,1,800057020,1,800057020,49.2,Euro,57.65,US Dollar,ACH,0,-8.449999999999996,8.449999999999996,14,Monday,0,0,1,0.47252105902010133,114,Low
2022-09-05 23:23:00,1,800058B80,1,80024FF00,74.3,US Dollar,74.3,US Dollar,Credit Card,0,0.0,0.0,23,Monday,0,0,0,0.4462376440828113,169,Low
2022-09-09 08:11:00,1,8008D8C30,1,8008D8C30,1745.44,US Dollar,1745.44,US Dollar,Cheque,0,0.0,0.0,8,Friday,4,0,0,0.3817545142711464,426,Low
2022-09-01 00:17:00,1,8065540E0,1,8065540E0,1474885.59,US Dollar,1474885.59,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.40641193676945314,266,Low
2022-09-01 08:55:00,1,8008C2620,1,8008C2620,2976.22,US Dollar,2976.22,US Dollar,Reinvestment,0,0.0,0.0,8,Thursday,3,0,0,0.37613273823807947,473,Low
2022-09-01 10:52:00,1,801D6F180,1,801D6F180,59217.4,US Dollar,59217.4,US Dollar,Reinvestment,0,0.0,0.0,10,Thursday,3,0,0,0.3863304671725385,392,Low
2022-09-01 12:14:00,1,802479C70,1,802479C70,14.84,US Dollar,14.84,US Dollar,Reinvestment,0,0.0,0.0,12,Thursday,3,0,0,0.38213001508682487,421,Low
2022-09-01 19:22:00,1,80039C940,1,80039C940,17.57,US Dollar,17.57,US Dollar,Reinvestment,0,0.0,0.0,19,Thursday,3,0,0,0.3926335228647833,352,Low
2022-09-03 23:30:00,1,8001F0820,1,8001F0820,56.05,Euro,65.68,US Dollar,ACH,0,-9.63000000000001,9.63000000000001,23,Saturday,5,0,1,0.4693421704969507,124,Low
2022-09-06 18:56:00,1,8001F1730,1,80022F0A0,521.22,US Dollar,521.22,US Dollar,ACH,0,0.0,0.0,18,Tuesday,1,0,0,0.40831829120017443,257,Low
2022-09-09 21:52:00,1,8001C9F20,1,8004818C0,294.41,US Dollar,294.41,US Dollar,Cheque,0,0.0,0.0,21,Friday,4,0,0,0.40318469798451617,281,Low
2022-09-01 00:03:00,1,804AF01E0,1,804AF01E0,255.74,US Dollar,255.74,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3806880094377847,433,Low
2022-09-01 00:04:00,1,8070B5880,1,8070B5880,11562437.14,US Dollar,11562437.14,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.4371555594226112,190,Low
2022-09-01 09:42:00,1,80010DEA0,1,8003A50D0,128.91,US Dollar,128.91,US Dollar,Credit Card,0,0.0,0.0,9,Thursday,3,0,0,0.38488030720013383,409,Low
2022-09-01 19:22:00,1,808FAEB70,1,808FAEB70,9.78,US Dollar,9.78,US Dollar,Reinvestment,0,0.0,0.0,19,Thursday,3,0,0,0.4015626371975508,293,Low
2022-09-01 21:20:00,1,800645240,1,8013F9DF0,238.45,US Dollar,238.45,US Dollar,Credit Card,0,0.0,0.0,21,Thursday,3,0,0,0.40021947870101016,302,Low
2022-09-02 13:06:00,1,800059C00,1,8000EDBB0,531.79,US Dollar,531.79,US Dollar,Cash,0,0.0,0.0,13,Friday,4,0,0,0.4315705554022358,199,Low
2022-09-06 08:20:00,1,8006DF4C0,1,8006DF4C0,16633.0,Yuan,2483.43,US Dollar,ACH,0,14149.57,14149.57,8,Tuesday,1,0,1,0.5063694101334921,58,Low
2022-09-09 01:53:00,1,8019C1330,1,8081EC7D0,22093809.14,US Dollar,22093809.14,US Dollar,Wire,0,0.0,0.0,1,Friday,4,0,0,0.4975180167732473,66,Low
2022-09-10 03:49:00,1,800042CB0,1,800059440,649.4,US Dollar,649.4,US Dollar,ACH,0,0.0,0.0,3,Saturday,5,0,0,0.40408933214297454,280,Low
2022-09-01 00:11:00,1,801172DB0,1,801172DB0,180356.07,US Dollar,180356.07,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3849794637159526,407,Low
2022-09-01 11:42:00,1,8000F6B10,1,8000F6B10,8.49,US Dollar,8.49,US Dollar,Reinvestment,0,0.0,0.0,11,Thursday,3,0,0,0.39153143298585763,358,Low
2022-09-01 13:49:00,1,808349D30,1,808349D30,6359.43,US Dollar,6359.43,US Dollar,Reinvestment,0,0.0,0.0,13,Thursday,3,0,0,0.379826455556551,441,Low
2022-09-01 18:19:00,1,8000F8620,1,8000F8620,342.94,Euro,401.85,US Dollar,ACH,0,-58.910000000000025,58.910000000000025,18,Thursday,3,0,1,0.43512333942311543,193,Low
2022-09-01 22:13:00,1,800057A10,1,800057A10,860660.77,US Dollar,860660.77,US Dollar,Cash,0,0.0,0.0,22,Thursday,3,0,0,0.47139810117637915,119,Low
2022-09-04 12:45:00,1,80005C3D0,1,80005C3D0,17619.11,US Dollar,17619.11,US Dollar,Credit Card,0,0.0,0.0,12,Sunday,6,0,0,0.426536481525485,203,Low
2022-09-06 01:29:00,1,800057A10,1,800057A10,14843.31,US Dollar,14843.31,US Dollar,Credit Card,0,0.0,0.0,1,Tuesday,1,0,0,0.42585393774658287,204,Low
2022-09-06 18:21:00,1,8001C5A50,1,8001CA330,3542227.51,US Dollar,3542227.51,US Dollar,Cash,0,0.0,0.0,18,Tuesday,1,0,0,0.49189628027096804,77,Low
2022-09-08 03:33:00,1,800710BC0,1,800710BC0,4933768.99,Yen,46809.95,US Dollar,ACH,0,4886959.04,4886959.04,3,Thursday,3,0,1,0.5253355032689774,34,Medium
2022-09-08 05:13:00,1,80005DD40,1,80005DD40,5353.0,US Dollar,5353.0,US Dollar,Cheque,0,0.0,0.0,5,Thursday,3,0,0,0.3881477545946747,381,Low
2022-09-08 19:47:00,1,8002C1D80,1,802264500,1590.92,US Dollar,1590.92,US Dollar,Cheque,0,0.0,0.0,19,Thursday,3,0,0,0.3896118956796789,371,Low
2022-09-09 16:04:00,1,800DCF170,1,800DCF170,9843.57,Euro,11534.53,US Dollar,ACH,0,-1690.960000000001,1690.960000000001,16,Friday,4,0,1,0.44842332093367154,164,Low
2022-09-10 08:18:00,1,800057020,1,800057020,1677.42,Euro,1965.57,US Dollar,ACH,0,-288.14999999999986,288.14999999999986,8,Saturday,5,0,1,0.44801063842244027,165,Low
2022-09-01 00:28:00,1,800C35570,1,800C35570,970.28,US Dollar,970.28,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3742081353774692,497,Low
2022-09-01 01:34:00,1,800419710,1,800419710,14001.56,US Dollar,14001.56,US Dollar,Reinvestment,0,0.0,0.0,1,Thursday,3,0,0,0.37800701046672497,456,Low
2022-09-01 02:11:00,1,800EED600,1,800EED600,1602.66,Euro,1877.97,US Dollar,ACH,0,-275.30999999999995,275.30999999999995,2,Thursday,3,0,1,0.44295554966993655,177,Low
2022-09-01 03:10:00,1,806E88A90,1,806E88A90,17075.61,US Dollar,17075.61,US Dollar,Reinvestment,0,0.0,0.0,3,Thursday,3,0,0,0.3787389375940417,448,Low
2022-09-01 06:34:00,1,8002696B0,1,800410530,365.81,US Dollar,365.81,US Dollar,Credit Card,0,0.0,0.0,6,Thursday,3,0,0,0.3839914960466706,414,Low
2022-09-04 05:28:00,1,8008C8810,1,80283DFF0,1318.16,US Dollar,1318.16,US Dollar,Cheque,0,0.0,0.0,5,Sunday,6,0,0,0.4107767135853348,240,Low
2022-09-06 12:18:00,1,800BAB8C0,1,800BAB8C0,626019.91,Euro,733559.77,US Dollar,ACH,0,-107539.85999999999,107539.85999999999,12,Tuesday,1,0,1,0.5029020881299076,62,Low
2022-09-07 13:55:00,1,80010DEA0,1,8003A50D0,128.91,US Dollar,128.91,US Dollar,Credit Card,0,0.0,0.0,13,Wednesday,2,0,0,0.39463695537196386,339,Low
2022-09-09 23:17:00,1,8006DE410,1,8011A6E80,16943.04,US Dollar,16943.04,US Dollar,ACH,0,0.0,0.0,23,Friday,4,0,0,0.40859563750263456,254,Low
2022-09-10 06:13:00,1,800196090,1,800324420,139.54,US Dollar,139.54,US Dollar,Cheque,0,0.0,0.0,6,Saturday,5,0,0,0.40436322946033537,277,Low
2022-09-01 00:17:00,1,8003F5660,1,8003F5660,16.92,US Dollar,16.92,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.37499600258984556,487,Low
2022-09-01 00:21:00,1,80067FAB0,1,80067FAB0,15.06,US Dollar,15.06,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.37554837727527074,478,Low
2022-09-01 15:16:00,1,800456E50,1,800456E50,1263.24,US Dollar,1263.24,US Dollar,Reinvestment,0,0.0,0.0,15,Thursday,3,0,0,0.3813317337244478,429,Low
2022-09-02 01:29:00,1,8001715F0,1,8001AADD0,143.48,US Dollar,143.48,US Dollar,Credit Card,0,0.0,0.0,1,Friday,4,0,0,0.4057547959677216,271,Low
2022-09-02 15:00:00,1,8001965B0,1,80024FF00,8480.13,US Dollar,8480.13,US Dollar,Cheque,0,0.0,0.0,15,Friday,4,0,0,0.3946431018465759,338,Low
2022-09-03 03:44:00,1,800627370,1,800723180,13.07,US Dollar,13.07,US Dollar,Wire,0,0.0,0.0,3,Saturday,5,0,0,0.4646396352396292,128,Low
2022-09-04 10:52:00,1,800042CB0,1,800059440,649.4,US Dollar,649.4,US Dollar,ACH,0,0.0,0.0,10,Sunday,6,0,0,0.4162120319947047,223,Low
2022-09-05 08:05:00,1,800320950,1,801FE9E50,248.59,US Dollar,248.59,US Dollar,Credit Card,0,0.0,0.0,8,Monday,0,0,0,0.41210280324741083,237,Low
2022-09-05 08:35:00,1,800057020,1,800057020,2296.44,Euro,2690.93,US Dollar,ACH,0,-394.4899999999998,394.4899999999998,8,Monday,0,0,1,0.4640223504523208,131,Low
2022-09-09 02:49:00,1,800148D00,1,8001C6920,885.4,US Dollar,885.4,US Dollar,Credit Card,0,0.0,0.0,2,Friday,4,0,0,0.3962192032949393,330,Low
2022-09-01 00:11:00,1,80082F350,1,80082F350,17825.89,Euro,20888.08,US Dollar,ACH,0,-3062.1900000000023,3062.1900000000023,0,Thursday,3,0,1,0.46982908004731916,122,Low
2022-09-01 03:41:00,1,805B20B00,1,805B20B00,11.66,US Dollar,11.66,US Dollar,Reinvestment,0,0.0,0.0,3,Thursday,3,0,0,0.382584501112323,420,Low
2022-09-02 05:18:00,1,8023438C0,1,8023438C0,741230.51,Ruble,9526.89,US Dollar,ACH,0,731703.62,731703.62,5,Friday,4,0,1,0.5126855720831097,49,Medium
2022-09-02 15:58:00,1,800059440,1,800379860,156.25,US Dollar,156.25,US Dollar,ACH,0,0.0,0.0,15,Friday,4,0,0,0.39058644436593926,363,Low
2022-09-03 08:07:00,1,8023438C0,1,8023438C0,1673041.14,Ruble,21503.28,US Dollar,ACH,0,1651537.8599999999,1651537.8599999999,8,Saturday,5,0,1,0.5182553966122512,43,Medium
2022-09-03 11:13:00,1,8001A2CD0,1,8005D3090,1.14,US Dollar,1.14,US Dollar,Cash,0,0.0,0.0,11,Saturday,5,0,0,0.48515378935920983,92,Low
2022-09-06 03:35:00,1,8008C8810,1,80283DFF0,1318.16,US Dollar,1318.16,US Dollar,Cheque,0,0.0,0.0,3,Tuesday,1,0,0,0.3970603656431546,323,Low
2022-09-10 14:55:00,1,800059C00,1,800059C00,1350.89,US Dollar,1350.89,US Dollar,Cheque,0,0.0,0.0,14,Saturday,5,0,0,0.3931393675363881,350,Low
2022-09-01 06:17:00,1,802FCCE10,1,802FCCE10,3.16,US Dollar,3.16,US Dollar,Reinvestment,0,0.0,0.0,6,Thursday,3,0,0,0.4151323979866408,226,Low
2022-09-01 18:24:00,1,805CDADE0,1,805CDADE0,13.81,US Dollar,13.81,US Dollar,Reinvestment,0,0.0,0.0,18,Thursday,3,0,0,0.3960713473832952,331,Low
2022-09-01 20:16:00,1,80011AA30,1,8001BA930,5484.03,US Dollar,5484.03,US Dollar,Cheque,0,0.0,0.0,20,Thursday,3,0,0,0.3973376551414296,317,Low
2022-09-07 11:11:00,1,80018BA80,1,80058FDB0,3536.38,US Dollar,3536.38,US Dollar,ACH,0,0.0,0.0,11,Wednesday,2,0,0,0.39116176168520367,360,Low
2022-09-09 05:54:00,1,8001A4C70,1,8003080E0,4896.27,US Dollar,4896.27,US Dollar,Cheque,0,0.0,0.0,5,Friday,4,0,0,0.3902954937289373,366,Low
2022-09-01 00:09:00,1,8010AA4F0,1,8010AA4F0,213.61,US Dollar,213.61,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.381138218193577,431,Low
2022-09-01 00:25:00,1,801B5CC40,1,801B5CC40,11.73,US Dollar,11.73,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3803075719511139,435,Low
2022-09-01 00:19:00,1,80C272FB0,1,80C272FB0,1990.62,US Dollar,1990.62,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3743317736381176,493,Low
2022-09-01 04:04:00,1,80016F320,1,80016F320,295923.45,US Dollar,295923.45,US Dollar,Reinvestment,0,0.0,0.0,4,Thursday,3,0,0,0.397258241515236,320,Low
2022-09-01 18:59:00,1,80EEB19C0,1,80EEB19C0,803546.08,US Dollar,803546.08,US Dollar,Reinvestment,0,0.0,0.0,18,Thursday,3,0,0,0.41508066289031725,227,Low
2022-09-05 06:34:00,1,800C1CAB0,1,800D0FD30,236.33,US Dollar,236.33,US Dollar,Cheque,0,0.0,0.0,6,Monday,0,0,0,0.40939932754954755,250,Low
2022-09-06 15:55:00,1,80005C0A0,1,80005C0A0,67690.45,US Dollar,67690.45,US Dollar,Cheque,0,0.0,0.0,15,Tuesday,1,0,0,0.422148299491111,210,Low
2022-09-07 02:32:00,1,80005C790,1,80005C790,30.42,US Dollar,30.42,US Dollar,Cheque,0,0.0,0.0,2,Wednesday,2,0,0,0.42057031213947055,213,Low
2022-09-08 14:15:00,1,800057A10,1,800057A10,14843.31,US Dollar,14843.31,US Dollar,Credit Card,0,0.0,0.0,14,Thursday,3,0,0,0.39359109858729663,347,Low
2022-09-01 00:05:00,1,8003A50D0,1,8003A50D0,662.77,US Dollar,662.77,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3764565814597345,468,Low
2022-09-01 00:08:00,1,800E62F70,1,800E62F70,17.05,US Dollar,17.05,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3750876434677326,486,Low
2022-09-01 08:03:00,1,8027D3A50,1,8027D3A50,4896.4,US Dollar,4896.4,US Dollar,Reinvestment,0,0.0,0.0,8,Thursday,3,0,0,0.37590598245966617,476,Low
2022-09-01 15:11:00,1,8008C8810,1,80283DFF0,826.99,US Dollar,826.99,US Dollar,Credit Card,0,0.0,0.0,15,Thursday,3,0,0,0.38544432606549006,400,Low
2022-09-01 20:39:00,1,801AD8570,1,801AD8570,507070.04,US Dollar,507070.04,US Dollar,Reinvestment,0,0.0,0.0,20,Thursday,3,0,0,0.41411336384819303,231,Low
2022-09-02 01:22:00,1,8058BA820,1,8058BA820,681.51,Euro,798.59,US Dollar,ACH,0,-117.08000000000004,117.08000000000004,1,Friday,4,0,1,0.44697081371312697,168,Low
2022-09-02 11:44:00,1,8000EE0F0,1,80025A9E0,230143.67,US Dollar,230143.67,US Dollar,ACH,0,0.0,0.0,11,Friday,4,0,0,0.40497033365351987,272,Low
2022-09-03 13:39:00,1,80011E2A0,1,8021D9B20,87.78,US Dollar,87.78,US Dollar,Wire,0,0.0,0.0,13,Saturday,5,0,0,0.45077252656520617,155,Low
2022-09-05 00:51:00,1,800058B80,1,800058B80,798544.74,US Dollar,798544.74,US Dollar,Cheque,0,0.0,0.0,0,Monday,0,0,0,0.465733545129784,127,Low
2022-09-01 00:22:00,1,80A022760,1,80A022760,412648.82,US Dollar,412648.82,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3920294415429593,355,Low
2022-09-05 10:58:00,1,800059C00,1,800059C00,1350.89,US Dollar,1350.89,US Dollar,Cheque,0,0.0,0.0,10,Monday,0,0,0,0.40150341423230784,294,Low
2022-09-07 06:32:00,1,800058B80,1,8019D82F0,2579383.24,US Dollar,2579383.24,US Dollar,Cheque,0,0.0,0.0,6,Wednesday,2,0,0,0.4486576764608118,160,Low
2022-09-10 07:06:00,1,8001111F0,1,8001111F0,417.42,Euro,489.13,US Dollar,ACH,0,-71.70999999999998,71.70999999999998,7,Saturday,5,0,1,0.44940780467463526,158,Low
2022-09-01 00:21:00,1,80084E710,1,80084E710,10.02,US Dollar,10.02,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.38344747489435105,416,Low
2022-09-01 02:46:00,1,80A754210,1,80A754210,924.04,US Dollar,924.04,US Dollar,Reinvestment,0,0.0,0.0,2,Thursday,3,0,0,0.3769492682890556,464,Low
2022-09-01 06:22:00,1,803EA6C30,1,803EA6C30,9.1,US Dollar,9.1,US Dollar,Reinvestment,0,0.0,0.0,6,Thursday,3,0,0,0.38824602174517914,380,Low
2022-09-01 15:21:00,1,8011A6E80,1,8011A6E80,14.78,US Dollar,14.78,US Dollar,Reinvestment,0,0.0,0.0,15,Thursday,3,0,0,0.3872536765469188,386,Low
2022-09-01 20:48:00,1,800213070,1,800213070,12761.83,US Dollar,12761.83,US Dollar,Reinvestment,0,0.0,0.0,20,Thursday,3,0,0,0.3921203802400166,353,Low
2022-09-01 21:16:00,1,8002C1D80,1,8002C1D80,28158.74,US Dollar,28158.74,US Dollar,Reinvestment,0,0.0,0.0,21,Thursday,3,0,0,0.39774096898322236,312,Low
2022-09-01 23:46:00,1,8051CA0E0,1,8051CA0E0,157921.07,US Dollar,157921.07,US Dollar,Reinvestment,0,0.0,0.0,23,Thursday,3,0,0,0.42077665268618175,212,Low
2022-09-05 13:34:00,1,8000EEE80,1,8000EEE80,16403.17,Euro,19220.96,US Dollar,ACH,0,-2817.790000000001,2817.790000000001,13,Monday,0,0,1,0.4740174193303774,111,Low
2022-09-07 04:09:00,1,8024DC4A0,1,8024DC4A0,458.65,Euro,537.44,US Dollar,ACH,0,-78.79000000000008,78.79000000000008,4,Wednesday,2,0,1,0.44577493868881557,170,Low
2022-09-09 16:35:00,1,80005C3D0,1,80005C050,703758.64,US Dollar,703758.64,US Dollar,Cheque,0,0.0,0.0,16,Friday,4,0,0,0.4378975232518283,187,Low
2022-09-01 00:22:00,1,8001093C0,1,8001093C0,29557.26,US Dollar,29557.26,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3749179600819132,488,Low
2022-09-01 00:26:00,1,807EC5C30,1,807EC5C30,50342.76,US Dollar,50342.76,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3759432233573939,475,Low
2022-09-01 08:01:00,1,8001409E0,1,8001D49A0,21655.62,US Dollar,21655.62,US Dollar,Credit Card,0,0.0,0.0,8,Thursday,3,0,0,0.3959329276613679,332,Low
2022-09-02 05:21:00,1,80005C790,1,80005C790,218.69,US Dollar,218.69,US Dollar,Cheque,0,0.0,0.0,5,Friday,4,0,0,0.3919539508171188,356,Low
2022-09-03 16:34:00,1,80066ADC0,1,80066ADC0,86001.26,Brazil Real,15230.9,US Dollar,ACH,0,70770.36,70770.36,16,Saturday,5,0,1,0.5114346584396723,50,Medium
2022-09-04 21:50:00,1,801754760,1,801754760,297392721.7,Ruble,3822332.03,US Dollar,ACH,0,293570389.67,293570389.67,21,Sunday,6,0,1,0.5795461471450105,17,High
2022-09-04 22:48:00,1,80170E290,1,80170E290,3150.9,Euro,3692.17,US Dollar,ACH,0,-541.27,541.27,22,Sunday,6,0,1,0.48093980923338525,99,Low
2022-09-05 19:15:00,1,800649FF0,1,802475EF0,809.19,US Dollar,809.19,US Dollar,Cheque,0,0.0,0.0,19,Monday,0,0,0,0.41418186584704425,229,Low
2022-09-08 04:21:00,1,800128AC0,1,8001E2110,190.19,US Dollar,190.19,US Dollar,Credit Card,0,0.0,0.0,4,Thursday,3,0,0,0.389416463949896,373,Low
2022-09-01 00:02:00,1,800252D10,1,800345910,5016.26,US Dollar,5016.26,US Dollar,ACH,0,0.0,0.0,0,Thursday,3,0,0,0.397293900066841,319,Low
2022-09-01 18:29:00,1,800058B80,1,800058B80,51.24,Euro,60.04,US Dollar,ACH,0,-8.799999999999997,8.799999999999997,18,Thursday,3,0,1,0.448546237676272,162,Low
2022-09-02 07:41:00,1,800057D40,1,800057D40,1204.17,US Dollar,1204.17,US Dollar,Cheque,0,0.0,0.0,7,Friday,4,0,0,0.3807071440874913,432,Low
2022-09-02 11:51:00,1,8000EE0F0,1,80025A9E0,17987.9,US Dollar,17987.9,US Dollar,Credit Card,0,0.0,0.0,11,Friday,4,0,0,0.3989281174015179,310,Low
2022-09-05 14:57:00,1,800057020,1,800057020,6.23,Euro,7.3,US Dollar,ACH,0,-1.0699999999999994,1.0699999999999994,14,Monday,0,0,1,0.4995670825738569,65,Low
2022-09-08 15:26:00,1,80005C3D0,1,8004FD2A0,124.23,US Dollar,124.23,US Dollar,Cash,0,0.0,0.0,15,Thursday,3,0,0,0.4349753258967254,194,Low
2022-09-09 03:41:00,1,80005C3D0,1,8004FD2A0,45.62,US Dollar,45.62,US Dollar,ACH,0,0.0,0.0,3,Friday,4,0,0,0.4019846292332361,289,Low
2022-09-01 00:19:00,1,807025BA0,1,807025BA0,13.49,US Dollar,13.49,US Dollar,Reinvestment,0,0.0,0.0,0,Thursday,3,0,0,0.3775184757547103,460,Low
